BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,StockOptionLevel_0,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,580.0,5.0,4.0,4.0,48.0,2.0,3.0,1.0,10475.0,23772.0,5.0,21.0,4.0,3.0,20.0,2.0,3.0,18.0,13.0,1.0,12.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,203.0,2.0,3.0,1.0,84.0,3.0,4.0,4.0,12169.0,13547.0,7.0,11.0,3.0,4.0,21.0,4.0,3.0,18.0,7.0,11.0,5.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,1001.0,4.0,3.0,3.0,92.0,2.0,3.0,2.0,10333.0,19271.0,8.0,12.0,3.0,3.0,28.0,4.0,3.0,22.0,11.0,14.0,10.0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,1336.0,2.0,3.0,1.0,100.0,3.0,1.0,2.0,2592.0,7129.0,5.0,13.0,3.0,4.0,13.0,3.0,3.0,11.0,10.0,3.0,8.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,984.0,17.0,2.0,4.0,97.0,3.0,1.0,2.0,2210.0,3372.0,1.0,13.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,495.0,10.0,3.0,3.0,64.0,3.0,3.0,4.0,11244.0,21072.0,2.0,25.0,4.0,2.0,10.0,5.0,4.0,5.0,2.0,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,897.0,10.0,3.0,1.0,59.0,3.0,1.0,4.0,2145.0,2097.0,0.0,14.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,474.0,3.0,3.0,1.0,89.0,3.0,1.0,4.0,2061.0,11133.0,1.0,21.0,4.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1256.0,19.0,1.0,3.0,80.0,3.0,1.0,4.0,2323.0,11992.0,1.0,24.0,4.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,205.0,10.0,3.0,4.0,98.0,2.0,2.0,4.0,5769.0,7100.0,1.0,11.0,3.0,4.0,6.0,3.0,3.0,6.0,2.0,4.0,4.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,42.0,1271.0,2.0,1.0,2.0,35.0,3.0,1.0,4.0,2515.0,9068.0,5.0,14.0,3.0,4.0,8.0,2.0,3.0,2.0,1.0,2.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,660.0,7.0,1.0,4.0,76.0,3.0,1.0,3.0,2404.0,16192.0,1.0,13.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,528.0,22.0,1.0,4.0,50.0,3.0,1.0,3.0,1675.0,26820.0,1.0,19.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,1324.0,3.0,3.0,3.0,81.0,4.0,1.0,1.0,2670.0,9964.0,4.0,20.0,4.0,1.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,1138.0,6.0,3.0,1.0,48.0,2.0,2.0,4.0,4627.0,23631.0,0.0,12.0,3.0,1.0,10.0,6.0,3.0,9.0,2.0,6.0,7.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,921.0,1.0,3.0,4.0,38.0,1.0,1.0,3.0,3833.0,24375.0,3.0,21.0,4.0,3.0,7.0,2.0,3.0,2.0,2.0,0.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,852.0,1.0,1.0,4.0,55.0,2.0,2.0,4.0,5126.0,15998.0,1.0,12.0,3.0,3.0,10.0,1.0,2.0,10.0,8.0,3.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,715.0,1.0,3.0,4.0,76.0,2.0,5.0,4.0,18265.0,8733.0,6.0,12.0,3.0,3.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,55.0,692.0,14.0,4.0,3.0,61.0,4.0,5.0,2.0,18722.0,13339.0,8.0,11.0,3.0,4.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,55.0,1229.0,4.0,4.0,4.0,30.0,3.0,2.0,3.0,4035.0,16143.0,0.0,16.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,1174.0,3.0,4.0,1.0,99.0,3.0,2.0,2.0,9278.0,20763.0,3.0,16.0,3.0,4.0,15.0,3.0,3.0,5.0,4.0,0.0,1.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,921.0,10.0,3.0,3.0,98.0,3.0,1.0,1.0,3452.0,17663.0,6.0,20.0,4.0,2.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,296.0,6.0,2.0,4.0,33.0,1.0,1.0,3.0,2351.0,12253.0,0.0,16.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,676.0,9.0,4.0,4.0,86.0,3.0,1.0,1.0,2018.0,21831.0,3.0,14.0,3.0,2.0,15.0,3.0,1.0,5.0,4.0,1.0,0.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,556.0,23.0,2.0,2.0,50.0,2.0,2.0,3.0,5916.0,15497.0,3.0,13.0,3.0,1.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,970.0,7.0,3.0,3.0,59.0,4.0,4.0,3.0,14814.0,13514.0,3.0,19.0,3.0,3.0,32.0,3.0,3.0,5.0,1.0,1.0,3.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,629.0,27.0,2.0,4.0,95.0,3.0,1.0,2.0,2311.0,5711.0,2.0,15.0,3.0,4.0,9.0,3.0,3.0,3.0,2.0,1.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,1005.0,3.0,3.0,4.0,88.0,3.0,1.0,1.0,2657.0,8556.0,5.0,11.0,3.0,3.0,8.0,5.0,3.0,5.0,2.0,0.0,4.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,798.0,6.0,4.0,1.0,66.0,2.0,1.0,3.0,2187.0,5013.0,0.0,12.0,3.0,3.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,598.0,9.0,3.0,3.0,91.0,4.0,1.0,3.0,2451.0,22376.0,6.0,18.0,3.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1231.0,21.0,2.0,3.0,54.0,3.0,1.0,4.0,2973.0,21222.0,5.0,15.0,3.0,2.0,10.0,3.0,3.0,5.0,4.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,441.0,14.0,4.0,2.0,72.0,3.0,1.0,2.0,4963.0,4510.0,9.0,18.0,3.0,1.0,7.0,2.0,3.0,5.0,4.0,4.0,3.0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1337.0,22.0,3.0,1.0,58.0,2.0,1.0,2.0,2863.0,19555.0,1.0,12.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,845.0,1.0,5.0,4.0,45.0,3.0,2.0,4.0,6653.0,15276.0,4.0,15.0,3.0,2.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,268.0,2.0,5.0,4.0,92.0,3.0,1.0,3.0,3057.0,20471.0,6.0,13.0,3.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,471.0,12.0,3.0,1.0,45.0,2.0,2.0,1.0,6288.0,4284.0,2.0,15.0,3.0,3.0,13.0,3.0,2.0,4.0,3.0,1.0,2.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,1490.0,2.0,2.0,4.0,42.0,3.0,1.0,4.0,1702.0,12106.0,1.0,23.0,4.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,1146.0,25.0,3.0,2.0,82.0,3.0,2.0,3.0,4539.0,4905.0,1.0,12.0,3.0,1.0,10.0,3.0,2.0,10.0,7.0,0.0,1.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1206.0,17.0,1.0,4.0,41.0,2.0,2.0,3.0,4377.0,24117.0,1.0,15.0,3.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,691.0,23.0,3.0,2.0,89.0,4.0,1.0,4.0,2725.0,21630.0,1.0,11.0,3.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,4.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,38.0,240.0,2.0,4.0,1.0,75.0,4.0,2.0,1.0,5980.0,26085.0,6.0,12.0,3.0,4.0,17.0,2.0,3.0,15.0,7.0,4.0,12.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,645.0,1.0,3.0,2.0,49.0,4.0,3.0,1.0,8392.0,19566.0,1.0,16.0,3.0,3.0,10.0,2.0,3.0,10.0,7.0,0.0,7.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,496.0,11.0,2.0,1.0,60.0,3.0,2.0,1.0,4741.0,22722.0,1.0,13.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,231.0,8.0,2.0,3.0,62.0,3.0,3.0,3.0,7264.0,9977.0,5.0,11.0,3.0,1.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,688.0,4.0,2.0,4.0,97.0,3.0,2.0,2.0,5131.0,9192.0,7.0,13.0,3.0,2.0,18.0,3.0,3.0,4.0,2.0,0.0,2.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,1038.0,8.0,1.0,2.0,88.0,2.0,1.0,4.0,2342.0,21437.0,0.0,19.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,977.0,2.0,1.0,4.0,57.0,3.0,1.0,3.0,3977.0,7298.0,6.0,19.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,0.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,1107.0,14.0,3.0,4.0,95.0,3.0,1.0,1.0,3034.0,26914.0,1.0,12.0,3.0,3.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0,1085.0,2.0,4.0,2.0,57.0,1.0,1.0,4.0,2778.0,17725.0,4.0,13.0,3.0,3.0,10.0,1.0,2.0,7.0,7.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,210.0,1.0,1.0,3.0,73.0,3.0,2.0,2.0,6349.0,22107.0,0.0,13.0,3.0,4.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,55.0,444.0,2.0,1.0,3.0,40.0,2.0,4.0,1.0,16756.0,17323.0,7.0,15.0,3.0,2.0,31.0,3.0,4.0,9.0,7.0,6.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,652.0,7.0,3.0,3.0,100.0,4.0,1.0,1.0,3578.0,23577.0,0.0,12.0,3.0,4.0,8.0,2.0,3.0,7.0,7.0,0.0,7.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,1179.0,19.0,4.0,4.0,78.0,2.0,1.0,1.0,3196.0,12449.0,1.0,12.0,3.0,3.0,6.0,2.0,3.0,6.0,5.0,3.0,3.0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,881.0,2.0,4.0,1.0,98.0,3.0,4.0,1.0,17924.0,4544.0,1.0,11.0,3.0,4.0,31.0,3.0,3.0,31.0,6.0,14.0,7.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,619.0,1.0,3.0,2.0,85.0,3.0,2.0,3.0,4717.0,18659.0,9.0,11.0,3.0,3.0,15.0,2.0,3.0,11.0,9.0,6.0,9.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,1469.0,9.0,4.0,4.0,35.0,3.0,1.0,2.0,3617.0,25063.0,8.0,14.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,827.0,1.0,1.0,4.0,71.0,3.0,1.0,1.0,2956.0,15178.0,1.0,13.0,3.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,267.0,10.0,2.0,4.0,56.0,3.0,2.0,4.0,6230.0,13430.0,7.0,14.0,3.0,4.0,16.0,3.0,3.0,14.0,3.0,1.0,10.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,802.0,10.0,3.0,2.0,45.0,3.0,1.0,4.0,3917.0,9541.0,1.0,20.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,1029.0,16.0,3.0,4.0,91.0,2.0,3.0,2.0,8606.0,21195.0,1.0,19.0,3.0,4.0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0,967.0,16.0,4.0,4.0,85.0,1.0,1.0,1.0,2307.0,14460.0,1.0,23.0,4.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,0.0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,635.0,18.0,1.0,2.0,73.0,3.0,1.0,4.0,2153.0,7703.0,1.0,13.0,3.0,1.0,8.0,2.0,3.0,8.0,1.0,1.0,7.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,853.0,1.0,1.0,3.0,96.0,3.0,2.0,1.0,4148.0,11275.0,1.0,12.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,0.0,3.0,0
