Age,KM,HP,CC,Gears,QuartTax,Weight,AirbagP_1,Fuel_Type_Diesel,Fuel_Type_Petrol,Backseat_Divider_1,Automatic_1,Sport_Model_1,AirbagD_1,Power_Steering_1,Metallic_1,Parking_Assistant_1,ABS_1,AirCon_1,Metallic_Rim_1,Mfr_Guarantee_1,Doors_3,Doors_4,Doors_5,Price
60.0,130270.0,110.0,1600.0,5.0,69.0,1050.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7750
29.0,41415.0,110.0,1600.0,5.0,85.0,1120.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15750
80.0,70939.0,110.0,1600.0,5.0,85.0,1100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6900
61.0,63000.0,86.0,1300.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10450
59.0,137050.0,110.0,1600.0,5.0,197.0,1078.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8950
65.0,36000.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8250
62.0,80265.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8750
68.0,77008.0,86.0,1300.0,5.0,69.0,1015.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8950
38.0,53000.0,110.0,1600.0,5.0,85.0,1075.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13500
25.0,28450.0,110.0,1600.0,5.0,85.0,1120.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,15950
33.0,31000.0,110.0,1600.0,5.0,19.0,1075.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12900
56.0,35230.0,97.0,1400.0,5.0,69.0,1025.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10950
22.0,75048.0,97.0,1400.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15800
14.0,11500.0,110.0,1600.0,5.0,69.0,1045.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18800
33.0,27240.0,110.0,1600.0,5.0,85.0,1075.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12750
32.0,45725.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13250
78.0,159968.0,72.0,2000.0,5.0,185.0,1115.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6950
40.0,78425.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11450
13.0,57037.0,110.0,1600.0,5.0,85.0,1115.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18950
67.0,54847.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8900
66.0,45000.0,86.0,1300.0,5.0,69.0,1035.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7950
28.0,28817.0,110.0,1598.0,5.0,85.0,1130.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18950
68.0,90727.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8450
62.0,112000.0,72.0,2000.0,5.0,64.0,1135.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7950
23.0,84000.0,90.0,2000.0,5.0,234.0,1270.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19000
78.0,87000.0,110.0,1600.0,5.0,69.0,1035.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7250
49.0,49568.0,110.0,1600.0,5.0,19.0,1105.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18950
60.0,74337.0,86.0,1300.0,5.0,69.0,1035.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11950
78.0,57628.0,110.0,1600.0,5.0,85.0,1075.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8900
60.0,55085.0,107.0,1600.0,5.0,85.0,1105.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10350
52.0,47689.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11895
58.0,205000.0,72.0,2000.0,5.0,185.0,1100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6950
55.0,68520.0,72.0,2000.0,5.0,185.0,1115.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11450
66.0,81250.0,110.0,1600.0,5.0,19.0,1050.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8250
76.0,84472.0,110.0,1600.0,5.0,85.0,1070.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8250
64.0,91333.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8250
74.0,68285.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5950
22.0,37400.0,97.0,1400.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14950
16.0,34472.0,90.0,1995.0,5.0,234.0,1260.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,19950
71.0,139145.0,73.0,2000.0,5.0,185.0,1115.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7950
41.0,123425.0,69.0,1900.0,5.0,185.0,1140.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13250
35.0,46304.0,97.0,1400.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12950
41.0,24475.0,110.0,1600.0,5.0,69.0,1030.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14350
50.0,50400.0,110.0,1600.0,5.0,85.0,1080.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11450
65.0,82000.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7450
65.0,93408.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8450
2.0,225.0,97.0,1400.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21125
4.0,4000.0,116.0,2000.0,5.0,283.0,1480.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,31000
64.0,41200.0,110.0,1600.0,5.0,85.0,1070.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9900
78.0,130000.0,86.0,1300.0,5.0,19.0,1015.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6500
43.0,89968.0,69.0,1900.0,5.0,185.0,1140.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12950
68.0,61504.0,110.0,1600.0,5.0,69.0,1035.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8750
26.0,56000.0,110.0,1600.0,5.0,100.0,1180.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20500
47.0,45850.0,97.0,1400.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10950
66.0,58654.0,110.0,1600.0,5.0,85.0,1070.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8250
60.0,70453.0,72.0,2000.0,5.0,185.0,1135.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10900
77.0,114258.0,86.0,1300.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7600
61.0,97648.0,110.0,1600.0,6.0,85.0,1065.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9950
2.0,15.0,110.0,1600.0,5.0,85.0,1130.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21500
13.0,25170.0,110.0,1600.0,5.0,19.0,1105.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16250
59.0,61127.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8900
25.0,20019.0,110.0,16000.0,5.0,100.0,1180.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18950
71.0,98154.0,110.0,1600.0,5.0,69.0,1050.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8450
19.0,13748.0,97.0,1400.0,5.0,85.0,1100.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,16950
54.0,46230.0,110.0,1600.0,5.0,85.0,1055.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12450
57.0,102300.0,72.0,2000.0,5.0,185.0,1135.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9950
48.0,63000.0,69.0,1900.0,5.0,185.0,1140.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11500
14.0,6000.0,110.0,1600.0,5.0,85.0,1130.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19950
43.0,55539.0,110.0,1600.0,5.0,85.0,1085.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13500
42.0,38932.0,110.0,1600.0,5.0,69.0,1040.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13500
55.0,74715.0,110.0,1600.0,5.0,85.0,1080.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11950
68.0,91505.0,72.0,2000.0,5.0,185.0,1115.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9900
34.0,32431.0,97.0,1400.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12400
19.0,25948.0,97.0,1400.0,5.0,85.0,1100.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15950
78.0,217764.0,72.0,2000.0,5.0,185.0,1135.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6000
70.0,85000.0,110.0,1600.0,5.0,85.0,1055.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7900
13.0,18000.0,71.0,1400.0,5.0,85.0,1125.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18500
49.0,80090.0,97.0,1400.0,5.0,69.0,1030.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10750
80.0,58000.0,110.0,1600.0,5.0,85.0,1055.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8950
76.0,73116.0,110.0,1600.0,5.0,85.0,1075.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8950
76.0,67266.0,86.0,1300.0,5.0,69.0,1035.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8250
77.0,70932.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7450
43.0,39650.0,110.0,1600.0,5.0,85.0,1055.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13950
70.0,87000.0,110.0,1600.0,5.0,69.0,1035.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7950
73.0,84988.0,110.0,1600.0,5.0,69.0,1050.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8500
48.0,140700.0,69.0,1900.0,5.0,64.0,1110.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7750
38.0,60829.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11650
78.0,90011.0,86.0,1300.0,5.0,69.0,1045.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7950
61.0,38019.0,110.0,1600.0,5.0,85.0,1070.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8750
41.0,39439.0,97.0,1400.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11895
7.0,1.0,110.0,1600.0,5.0,85.0,1105.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,17900
79.0,98742.0,110.0,1600.0,5.0,85.0,1085.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8750
67.0,104000.0,86.0,1300.0,5.0,69.0,1020.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9250
42.0,55400.0,110.0,1600.0,5.0,85.0,1075.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11750
74.0,203254.0,72.0,2000.0,5.0,64.0,1135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4400
62.0,26000.0,107.0,1600.0,5.0,85.0,1085.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12500
32.0,29198.0,97.0,1400.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12995
20.0,31850.0,110.0,1600.0,5.0,85.0,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18900
69.0,53809.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5950
26.0,32692.0,97.0,1400.0,5.0,85.0,1100.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14950
70.0,178800.0,72.0,2000.0,5.0,185.0,1115.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6500
56.0,74500.0,97.0,1400.0,5.0,69.0,1025.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11450
50.0,74849.0,110.0,1600.0,5.0,85.0,1060.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10950
65.0,71317.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8950
69.0,20544.0,86.0,1300.0,5.0,69.0,1025.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7500
58.0,47171.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8500
77.0,78435.0,86.0,1300.0,5.0,69.0,1015.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8950
27.0,23489.0,110.0,1600.0,5.0,85.0,1115.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18450
25.0,15414.0,97.0,1400.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16650
79.0,39800.0,107.0,1600.0,5.0,85.0,1080.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8750
25.0,17003.0,97.0,1400.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15450
54.0,71276.0,110.0,1600.0,5.0,85.0,1080.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10950
73.0,52000.0,110.0,1600.0,5.0,85.0,1065.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8500
63.0,103400.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9500
63.0,59000.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8950
57.0,28000.0,86.0,1300.0,5.0,69.0,1015.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10000
47.0,78785.0,110.0,1600.0,5.0,197.0,1119.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11500
64.0,118000.0,72.0,2000.0,5.0,185.0,1150.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9950
65.0,33000.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10450
68.0,68865.0,110.0,1600.0,6.0,85.0,1065.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9950
80.0,102300.0,86.0,1300.0,5.0,69.0,1015.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7950
52.0,104805.0,97.0,1400.0,5.0,69.0,1025.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9450
78.0,78689.0,110.0,1600.0,5.0,69.0,1035.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7250
71.0,78260.0,110.0,1600.0,5.0,69.0,1050.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8500
69.0,89096.0,110.0,1600.0,5.0,85.0,1085.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9200
11.0,14635.0,110.0,1600.0,5.0,100.0,1155.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,19450
67.0,174833.0,72.0,2000.0,5.0,185.0,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5751
62.0,50000.0,110.0,1600.0,5.0,85.0,1075.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9950
73.0,56566.0,110.0,1600.0,5.0,69.0,1050.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7800
64.0,65000.0,110.0,1600.0,5.0,69.0,1050.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7800
31.0,36544.0,110.0,1600.0,5.0,85.0,1130.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18750
40.0,45886.0,110.0,1600.0,5.0,85.0,1080.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,12950
78.0,109263.0,110.0,1600.0,5.0,85.0,1070.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500
44.0,59000.0,110.0,1600.0,5.0,85.0,1110.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13950
44.0,71793.0,110.0,1600.0,5.0,197.0,1067.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14950
