Credit.Grade_A,Credit.Grade_AA,Credit.Grade_B,Credit.Grade_C,Credit.Grade_D,Credit.Grade_E,Credit.Grade_HR,Credit.Grade_NC,Age,Amount,Borrower.Rate,Debt.To.Income.Ratio,Status
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10000.0,0.15,0.254,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.2385,0.47,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10000.0,0.22,0.22,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1000.0,0.1775,0.2,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6500.0,0.199,0.05,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5500.0,0.09,0.109,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1000.0,0.2,0.18,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6000.0,0.11,0.28,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3000.0,0.27,0.18,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17000.0,0.1145,0.22,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1000.0,0.15,0.58,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2550.0,0.095,0.04,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2000.0,0.2375,0.06,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1500.0,0.2875,0.13,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2000.0,0.29,0.07,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.07,0.19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1000.0,0.24,0.04,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7000.0,0.2,0.16,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000.0,0.0825,0.03,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1800.0,0.2144,0.11,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2300.0,0.1288,0.2,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1800.0,0.2075,0.03,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3750.0,0.19,0.11,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3000.0,0.13,0.03,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4500.0,0.1575,0.12,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5000.0,0.22,0.36,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3200.0,0.19,0.34,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3001.0,0.2875,0.02,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2500.0,0.17,0.33,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1000.0,0.0875,0.064,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15000.0,0.169,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1000.0,0.11,0.08,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8000.0,0.29,0.24,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5000.0,0.15,0.135,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6000.0,0.29,0.17,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4000.0,0.2375,0.3,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6500.0,0.2,0.1,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1000.0,0.1575,0.05,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2000.0,0.253,0.25,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,20500.0,0.15,0.12,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3000.0,0.29,0.28,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3001.0,0.19,0.2,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10000.0,0.1735,0.3,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1000.0,0.19,0.39,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2600.0,0.1725,0.26,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,25000.0,0.28,0.34,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2200.0,0.15,0.05,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1525.0,0.0715,0.12,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8500.0,0.109,0.12,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2000.0,0.1988,0.05,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1300.0,0.1575,0.19,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1500.0,0.18,0.28,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3001.0,0.245,0.24,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3001.0,0.1325,0.082,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.29,0.09,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,7000.0,0.1375,0.132,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.23,0.03,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1000.0,0.2598,0.04,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2800.0,0.26,0.04,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5000.0,0.29,0.72,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5000.0,0.14,0.12,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4000.0,0.102,0.2,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5000.0,0.0795,0.049,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1500.0,0.29,0.03,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10000.0,0.145,0.03,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1000.0,0.24,0.06,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1050.0,0.21,0.6,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5000.0,0.15,0.04,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3000.0,0.24,0.074,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1200.0,0.2,0.02,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4500.0,0.23,0.29,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1930.0,0.1695,0.32,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3000.0,0.13,0.11,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8000.0,0.14,0.39,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2000.0,0.15,2.25,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4500.0,0.25,0.19,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5000.0,0.25,0.19,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3000.0,0.29,0.07,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2550.0,0.28,0.18,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1750.0,0.16,0.21,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2770.0,0.29,0.17,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3500.0,0.153,0.13,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2550.0,0.29,0.12,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.23,0.22,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1500.0,0.174,0.08,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1000.0,0.29,0.02,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4001.0,0.15,0.1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2000.0,0.2375,0.405,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6000.0,0.29,0.16,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3001.0,0.2489,0.26,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6000.0,0.24,0.09,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0.085,0.062,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4000.0,0.0825,0.08,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2500.0,0.149,0.192,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16500.0,0.22,0.32,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5000.0,0.26,0.18,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.135,0.41,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3500.0,0.235,0.28,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4000.0,0.0774,0.12,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1500.0,0.15,0.406,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2750.0,0.09,0.02,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8863.0,0.1241,0.17,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1025.0,0.21,0.07,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7500.0,0.1387,0.29,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5000.0,0.121,0.01,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2000.0,0.2375,0.02,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3000.0,0.22,0.184,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3000.0,0.128,0.15,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2550.0,0.28,0.2,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25000.0,0.1699,0.35,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3001.0,0.2225,0.179,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5000.0,0.2484,0.13,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4500.0,0.28,0.08,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12000.0,0.0875,0.199,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1500.0,0.15,0.31,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3000.0,0.28,0.04,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2500.0,0.2875,0.05,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4000.0,0.21,0.38,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3100.0,0.3,0.177,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12000.0,0.13,0.27,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5000.0,0.2625,0.08,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3001.0,0.17,0.23,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1000.0,0.157,0.05,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7500.0,0.1649,0.01,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3000.0,0.23,0.32,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3500.0,0.0752,0.143,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,4500.0,0.29,0.104,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1750.0,0.11,0.12,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1800.0,0.2,0.05,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3000.0,0.2375,0.233,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0.0875,0.082,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3000.0,0.1345,0.047,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3000.0,0.25,0.16,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,0.15,0.07,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2000.0,0.29,0.16,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3550.0,0.2375,0.031,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4600.0,0.15,0.25,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3000.0,0.1445,17901.44,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3000.0,0.19,0.82,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2500.0,0.19,0.13,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4000.0,0.168,0.08,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6000.0,0.28,0.44,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2500.0,0.2295,0.29,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2800.0,0.29,0.05,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2550.0,0.1324,0.15,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10000.0,0.1375,0.126,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2900.0,0.28,0.15,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4500.0,0.29,0.61,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8998.0,0.0995,0.12,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2500.0,0.1575,0.571,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6001.0,0.2375,0.24,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5000.0,0.21,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2600.0,0.0875,0.02,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2000.0,0.29,0.12,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1250.0,0.2,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1000.0,0.09,0.02,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16000.0,0.1009,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3000.0,0.2,0.168,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3500.0,0.22,0.05,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15000.0,0.28,0.43,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3001.0,0.27,0.3,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6000.0,0.133,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2499.0,0.29,0.25,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1000.0,0.27,0.08,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10001.0,0.175,0.55,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7000.0,0.1575,0.13,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6500.0,0.16,0.136,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7000.0,0.35,0.067,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3500.0,0.1025,0.18,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3000.0,0.27,0.22,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1000.0,0.15,0.13,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3500.0,0.165,0.2,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5050.0,0.0875,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1250.0,0.24,0.16,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6000.0,0.155,0.267,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4500.0,0.12,0.05,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5000.0,0.28,0.26,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10500.0,0.141,0.23,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4000.0,0.15,0.14,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3000.0,0.235,0.28,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,4000.0,0.13,0.384,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2550.0,0.25,0.18,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2000.0,0.11,0.44,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25000.0,0.15,0.23,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1500.0,0.215,0.2,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22000.0,0.145,0.16,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3001.0,0.174,0.17,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4000.0,0.19,0.1,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,7100.0,0.36,0.118,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0,0.0795,0.13,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500.0,0.09,0.13,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.075,0.01,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2500.0,0.29,0.14,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4001.0,0.1269,0.09,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5000.0,0.0982,0.35,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3099.0,0.09,0.15,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3000.0,0.13,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1500.0,0.29,0.14,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2000.0,0.15,0.135,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5000.0,0.1742,0.2,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9750.0,0.2599,0.6,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12500.0,0.17,0.15,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1275.0,0.24,0.41,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6500.0,0.2,0.32,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3031.0,0.3,0.134,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6000.0,0.1248,0.1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7000.0,0.26,0.6,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4000.0,0.19,0.46,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10000.0,0.24,0.09,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6000.0,0.0925,0.26,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1000.0,0.23,0.04,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23000.0,0.165,0.13,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15000.0,0.24,0.77,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4000.0,0.0992,0.16,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3001.0,0.2895,0.13,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2500.0,0.2375,0.104,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000.0,0.09,0.02,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7000.0,0.188,0.26,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2500.0,0.2,0.13,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1000.0,0.29,0.33,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1000.0,0.1575,0.22,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1500.0,0.2875,0.32,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1000.0,0.27,0.22,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1025.0,0.1499,0.14,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2500.0,0.098,0.24,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1200.0,0.25,0.04,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4900.0,0.26,0.13,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2500.0,0.2025,0.045,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3500.0,0.2575,0.52,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3000.0,0.118,0.03,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2000.0,0.23,0.11,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1100.0,0.24,0.08,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1000.0,0.1575,0.006,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5000.0,0.2218,0.08,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25000.0,0.1345,0.31,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0.17,0.39,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,0.11,0.41,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.0725,0.57,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2000.0,0.27,0.13,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2550.0,0.27,3.59,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1000.0,0.2,0.1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,7000.0,0.2,0.163,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8500.0,0.16,0.142,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4150.0,0.13,0.067,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5000.0,0.1525,0.07,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4000.0,0.19,0.165,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15000.0,0.0995,0.165,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2800.0,0.25,0.09,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6001.0,0.2375,0.16,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2000.0,0.17,0.31,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2550.0,0.1745,0.11,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.2,0.16,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1500.0,0.2189,0.06,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,10000.0,0.1,0.165,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2000.0,0.29,0.07,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2550.0,0.27,0.13,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1000.0,0.2,0.21,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3100.0,0.28,0.28,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3150.0,0.13,0.11,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4950.0,0.1799,0.35,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2500.0,0.18,0.11,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2500.0,0.17,0.26,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1000.0,0.11,0.49,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3001.0,0.2375,0.05,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1000.0,0.15,0.02,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3000.0,0.08,0.051,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5500.0,0.137,0.2,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4000.0,0.18,0.08,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2550.0,0.29,0.2,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10001.0,0.1725,0.11,0
