COUPON,NEW,HI,S_INCOME,E_INCOME,S_POP,E_POP,DISTANCE,VACATION_Yes,SW_Yes,SLOT_Free,GATE_Free,FARE
1.31,3,5569.75,26506,25450,4459144,1694803,639,0,1,1,0,123.27
1.19,3,7958.31,25450,28739,1694803,2761118,401,0,0,1,0,232.55
1.57,3,2313.6,32991,23903,8621121,2673620,2433,0,0,0,1,299.17
1,3,2626.9,32991,29838,8621121,7145897,181,0,0,0,1,117.23
1.02,3,7032.27,26993,26752,3532657,1440377,578,1,0,1,1,105.1
1.34,3,3840.28,23614,32991,1008768,8621121,842,1,0,0,1,183.43
1.29,1,6438.27,27211,32991,3770125,8621121,1426,0,0,0,1,349.53
1.06,3,4593.38,26993,32991,3532657,8621121,756,0,0,1,0,162.28
1.29,0,3152,21081,32991,895123,8621121,613,0,0,0,1,144.6
1.06,3,2657.35,29260,29838,7830332,7145897,612,0,1,0,1,85.47
1.12,0,4317.49,28739,23025,2761118,2753373,1279,0,0,1,0,195.91
1.24,3,3362.86,32991,38813,8621121,1653017,2574,0,0,1,0,374.4
1.36,3,5492.6,26993,38813,3532657,1653017,2137,0,0,1,1,248.49
1.02,3,5505.79,29055,25450,1862106,1694803,541,0,0,1,1,110.25
1.01,0,2668.2,29260,24502,7830332,1442203,286,0,1,1,1,75.07
1.23,3,4487.07,28637,30916,3036732,2230831,1662,0,0,1,1,239.66
1.11,3,2297.85,29260,23025,7830332,2753373,1446,0,1,0,1,152.1
1.16,3,3465.14,24575,22263,1197234,472254,602,1,0,1,1,57.62
1.17,3,5313.07,25059,22360,1595139,1421287,756,1,0,1,0,138.88
1.12,3,4478.87,26993,26046,3532657,2915745,561,0,0,1,1,197.1
1.25,1,4148.56,29260,30916,7830332,2230831,1731,0,0,0,1,260.16
1.3,3,5472.07,28739,23903,2761118,2673620,1532,0,0,1,0,251.73
1,3,3042.25,29260,25824,7830332,2549844,257,0,1,1,1,76.96
1.34,3,4568.58,26046,22360,2230955,1421287,902,1,0,1,1,140.9
1,3,2587.58,29055,21121,1862106,1228816,388,0,0,1,1,69.6
1.28,3,3699.42,24575,25824,1197234,2549844,1379,1,1,1,1,141.48
1.39,3,2892.9,32991,23025,8621121,2753373,2148,0,0,1,0,273.12
1.29,3,6108.57,32991,26695,8621121,1646147,736,0,0,0,1,190.09
1.13,3,5565.54,28637,23654,3036732,2195215,936,1,0,1,1,200.69
1.71,3,1892.37,38813,25475,1653017,1489247,1941,0,0,1,1,157.45
1.34,3,3442.98,25127,23025,679984,2753373,1031,0,1,1,1,81.32
1.12,3,6583.72,28637,32991,3036732,8621121,1389,0,0,0,1,304.18
1.06,3,2828.16,26752,32991,1440377,8621121,1068,1,0,1,0,123.18
1.01,3,5020.72,21300,26409,403939,249561,281,0,1,1,1,50.38
1.13,3,3760.1,29055,24575,1862106,1197234,618,1,0,1,1,89.47
1.02,0,9935.07,27994,25054,4948339,2374260,264,0,0,1,0,134.09
1.28,3,5566.43,31981,37375,4549784,991717,858,1,0,1,1,129.62
1.09,3,5560.73,29260,31981,7830332,4549784,591,0,0,0,1,145.61
1.33,3,3680.6,24706,31981,9056076,4549784,2300,0,0,0,1,303.82
1,0,2522.01,24706,24575,9056076,1197234,238,1,1,1,1,55.57
1.42,3,4221.56,25450,31981,1694803,4549784,935,0,0,1,1,182.56
1.36,3,2263.81,24575,32991,1197234,8621121,2237,1,0,0,1,169.41
1.02,3,7664.03,24706,38813,9056076,1653017,341,0,0,1,1,79.23
1.35,3,3757.25,23665,24575,1038660,1197234,1087,1,1,1,1,80.31
1,3,4449.76,32991,24205,8621121,905329,147,0,0,0,1,106.29
1.02,3,3802.74,30916,29284,2230831,298680,569,1,1,1,1,45.11
1.12,3,6334.03,26993,31981,3532657,4549784,539,0,0,0,1,166.67
1.26,3,2040.42,29260,37375,7830332,991717,1134,1,0,1,1,145.53
1.33,3,7046.98,29055,31981,1862106,4549784,1470,0,0,0,1,240.48
1.02,3,3585.86,21125,32991,1536012,8621121,291,0,0,0,1,150.13
1,3,5182.37,24575,29284,1197234,298680,344,1,1,1,1,54.38
1.2,3,2621.01,29260,22038,7830332,1308499,829,0,1,1,1,132.85
1.03,3,4787.55,29846,23025,2237227,2753373,638,0,1,1,1,84.15
1.15,3,3947.24,29260,21207,7830332,2105604,1187,1,0,0,1,168.92
1.77,3,2548.46,32991,26409,8621121,249561,2444,0,0,0,1,302.33
1.07,3,4840.48,32991,24348,8621121,111745,457,0,0,1,0,180.85
1.11,0,6722.01,26993,25450,3532657,1694803,685,0,0,1,1,116.18
1,3,6337.2,28637,20980,3036732,231325,283,0,1,1,1,60.87
1,3,4956.27,23903,34880,2673620,1594251,419,0,1,1,1,63.39
1.67,3,2238.08,24575,23654,1197234,2195215,1989,1,1,1,1,128.97
1.36,3,4641.26,27211,31981,3770125,4549784,1213,0,0,0,1,297.2
1.08,0,2216.7,32991,37375,8621121,991717,1030,1,0,1,0,129.63
1.12,3,8714.03,32991,25237,8621121,1318892,539,0,0,0,0,250.73
1.7,3,1710.9,30124,23025,5787293,2753373,2295,0,0,1,1,197.42
1.06,3,9185.28,30124,29838,5787293,7145897,364,0,0,1,1,207.76
1.42,3,2909.15,24706,21276,9056076,1481709,1218,0,1,1,1,130.09
1.02,3,5222.3,22089,28637,668159,3036732,573,0,1,1,1,84.46
1.26,3,3647.27,32991,25995,8621121,1115048,760,0,0,0,1,215.01
1,3,2487.89,32991,31981,8621121,4549784,217,0,0,0,1,114.35
1.04,3,5006.45,32991,26553,8621121,936107,287,0,0,0,1,218.54
1.06,3,2828.16,26752,32991,1440377,8621121,1068,1,0,0,1,123.18
1.1,3,4252.09,23665,23025,1038660,2753373,876,0,1,1,1,105.41
1.41,3,4014.79,29260,29284,7830332,298680,1680,1,0,0,1,125.9
1.09,3,2572.42,29260,27211,7830332,3770125,939,0,1,1,1,139.56
1.69,3,3447.63,23665,32991,1038660,8621121,1515,0,0,0,1,287.23
1.07,3,3503.22,23025,25824,2753373,2549844,1272,0,1,1,1,137.2
1.14,3,6205.97,29260,28637,7830332,3036732,805,0,0,1,1,244.5
1.15,3,3977.23,30124,29260,5787293,7830332,854,0,0,1,1,230.87
1,3,5826.14,18933,27211,382155,3770125,184,0,1,1,1,65.31
1.13,3,4516.9,26506,26752,4459144,379566,1088,1,0,1,0,108.15
1.05,3,4060.65,28637,22038,3036732,1308499,455,0,1,1,1,84.53
1.05,1,3098.74,24706,20375,9056076,766956,447,0,1,1,1,49.02
1.52,3,1787.71,24706,25475,9056076,1489247,1815,0,0,1,1,153.5
1.29,3,3333.11,30916,26681,2230831,873131,2679,1,0,1,1,221.89
1.36,3,4641.26,27211,31981,3770125,4549784,1213,0,0,1,1,297.2
1.13,3,5706.76,22360,29838,1421287,7145897,788,1,1,1,1,106.11
1.07,3,4840.48,32991,24348,8621121,111745,457,0,0,0,1,180.85
1.08,3,2386.85,32991,22360,8621121,1421287,947,1,0,1,0,123.97
1.01,3,5281.56,29846,26409,2237227,249561,543,0,1,1,1,63.76
1.05,3,4947.28,29260,25054,7830332,2374260,412,0,0,1,0,208.86
1.47,3,5090.58,26993,30916,3532657,2230831,2182,0,0,1,1,200.2
