Age,Experience,Income,Family,CCAvg,Mortgage,Securities_Account,CD_Account,Online,CreditCard,Education_GR,Education_UG,Personal_Loan
51.0,27.0,43.0,4.0,1.1,164.0,0.0,0.0,1.0,1.0,1.0,0.0,0
27.0,1.0,142.0,3.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
58.0,33.0,60.0,2.0,1.9,94.0,1.0,0.0,1.0,0.0,1.0,0.0,0
53.0,28.0,19.0,4.0,0.8,106.0,0.0,0.0,0.0,1.0,0.0,1.0,0
41.0,17.0,143.0,2.0,2.7,209.0,0.0,0.0,1.0,0.0,0.0,0.0,1
59.0,34.0,24.0,2.0,0.2,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,8.0,25.0,3.0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
45.0,20.0,90.0,4.0,1.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
57.0,31.0,65.0,4.0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
40.0,15.0,43.0,2.0,1.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
28.0,3.0,51.0,2.0,1.6,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,27.0,63.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55.0,31.0,90.0,1.0,2.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
57.0,32.0,74.0,4.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
34.0,8.0,82.0,2.0,1.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
29.0,4.0,80.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
31.0,5.0,84.0,4.0,1.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
57.0,27.0,73.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41.0,15.0,65.0,2.0,2.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
64.0,38.0,42.0,2.0,0.7,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29.0,3.0,80.0,4.0,1.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
53.0,26.0,14.0,2.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0
25.0,0.0,52.0,3.0,2.6,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,5.0,122.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
35.0,11.0,53.0,3.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
46.0,19.0,59.0,3.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,22.0,83.0,1.0,2.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
59.0,34.0,33.0,3.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
58.0,32.0,41.0,3.0,2.2,148.0,0.0,0.0,1.0,1.0,0.0,0.0,0
42.0,18.0,89.0,4.0,0.8,184.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26.0,2.0,195.0,1.0,6.33,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
44.0,20.0,124.0,1.0,4.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
56.0,31.0,28.0,1.0,1.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
54.0,30.0,93.0,1.0,2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
30.0,4.0,85.0,4.0,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
63.0,38.0,85.0,4.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
60.0,35.0,33.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
56.0,31.0,84.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,8.0,181.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
57.0,31.0,175.0,2.0,0.5,429.0,0.0,0.0,1.0,1.0,0.0,1.0,0
65.0,40.0,98.0,3.0,1.8,333.0,0.0,0.0,0.0,0.0,1.0,0.0,0
60.0,30.0,28.0,1.0,1.5,124.0,1.0,0.0,1.0,0.0,0.0,0.0,0
58.0,34.0,63.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35.0,10.0,78.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42.0,18.0,90.0,4.0,0.8,245.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30.0,5.0,122.0,2.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,26.0,59.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
43.0,13.0,33.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,19.0,71.0,4.0,2.9,218.0,0.0,1.0,1.0,1.0,0.0,1.0,0
36.0,10.0,78.0,2.0,4.5,204.0,0.0,0.0,1.0,1.0,0.0,0.0,0
45.0,21.0,69.0,4.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32.0,7.0,84.0,3.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
34.0,9.0,70.0,4.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35.0,10.0,200.0,2.0,3.0,458.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,28.0,145.0,2.0,6.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
34.0,8.0,8.0,3.0,0.1,83.0,0.0,0.0,1.0,0.0,1.0,0.0,0
43.0,16.0,161.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
34.0,10.0,83.0,2.0,2.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0
63.0,37.0,15.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
57.0,33.0,25.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
46.0,20.0,158.0,1.0,2.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
31.0,5.0,42.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31.0,5.0,29.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,4.0,24.0,1.0,0.4,81.0,0.0,0.0,1.0,0.0,1.0,0.0,0
43.0,19.0,132.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
63.0,38.0,31.0,1.0,1.1,125.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34.0,9.0,101.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
31.0,5.0,39.0,4.0,1.8,185.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33.0,7.0,80.0,2.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
64.0,39.0,98.0,3.0,1.8,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0
63.0,33.0,34.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
34.0,8.0,60.0,4.0,2.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
43.0,18.0,58.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,18.0,22.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
59.0,35.0,180.0,2.0,6.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1
54.0,30.0,75.0,2.0,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
28.0,2.0,48.0,4.0,2.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
33.0,9.0,44.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,5.0,98.0,2.0,3.1,220.0,0.0,0.0,1.0,0.0,0.0,1.0,0
55.0,30.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,9.0,49.0,1.0,2.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
34.0,8.0,188.0,1.0,2.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
56.0,32.0,8.0,2.0,0.3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
61.0,36.0,50.0,4.0,1.7,189.0,0.0,0.0,1.0,0.0,0.0,1.0,0
63.0,38.0,135.0,2.0,3.8,183.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64.0,39.0,85.0,4.0,3.4,200.0,0.0,0.0,1.0,0.0,1.0,0.0,0
27.0,3.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
65.0,40.0,140.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
56.0,32.0,64.0,4.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
60.0,35.0,173.0,3.0,3.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
61.0,37.0,13.0,2.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39.0,15.0,82.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
32.0,7.0,81.0,2.0,3.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
40.0,16.0,120.0,2.0,6.1,196.0,0.0,0.0,1.0,0.0,0.0,1.0,0
36.0,11.0,14.0,4.0,0.2,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0
39.0,14.0,115.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
45.0,18.0,44.0,3.0,1.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43.0,17.0,53.0,2.0,0.7,130.0,1.0,0.0,1.0,0.0,0.0,1.0,0
47.0,21.0,132.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
35.0,10.0,143.0,1.0,8.6,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
57.0,32.0,102.0,1.0,2.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,33.0,43.0,2.0,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
39.0,15.0,175.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,0.0,75.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61.0,37.0,39.0,4.0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
44.0,18.0,54.0,1.0,2.8,202.0,0.0,0.0,0.0,0.0,0.0,1.0,0
60.0,35.0,130.0,3.0,6.3,437.0,0.0,1.0,1.0,1.0,0.0,0.0,1
40.0,16.0,83.0,1.0,0.8,230.0,1.0,0.0,1.0,0.0,1.0,0.0,0
28.0,3.0,170.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.0,4.0,39.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44.0,20.0,20.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,24.0,51.0,1.0,1.3,98.0,0.0,0.0,0.0,1.0,1.0,0.0,0
59.0,35.0,14.0,4.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
52.0,27.0,23.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,31.0,64.0,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,0.0,164.0,2.0,4.0,301.0,0.0,0.0,1.0,0.0,0.0,0.0,1
64.0,38.0,21.0,1.0,0.8,76.0,0.0,0.0,0.0,1.0,1.0,0.0,0
53.0,27.0,93.0,1.0,0.8,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55.0,30.0,39.0,2.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
52.0,28.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
59.0,35.0,151.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
41.0,15.0,54.0,3.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
32.0,6.0,79.0,2.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
49.0,23.0,79.0,3.0,0.7,151.0,0.0,0.0,1.0,0.0,1.0,0.0,0
35.0,8.0,44.0,2.0,1.67,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
34.0,10.0,61.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
57.0,33.0,95.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,28.0,91.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
27.0,1.0,25.0,4.0,0.3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
52.0,26.0,194.0,1.0,1.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
53.0,27.0,89.0,1.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
64.0,40.0,91.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
44.0,20.0,43.0,1.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
38.0,14.0,102.0,2.0,1.9,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
44.0,19.0,70.0,1.0,0.2,230.0,1.0,0.0,0.0,0.0,1.0,0.0,0
52.0,25.0,43.0,3.0,1.0,165.0,0.0,1.0,1.0,1.0,1.0,0.0,0
50.0,26.0,92.0,1.0,2.6,213.0,0.0,0.0,0.0,1.0,1.0,0.0,0
60.0,35.0,44.0,2.0,1.6,170.0,0.0,0.0,1.0,0.0,0.0,0.0,0
52.0,26.0,121.0,1.0,7.3,167.0,0.0,0.0,1.0,0.0,0.0,1.0,0
49.0,23.0,61.0,1.0,1.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
43.0,19.0,54.0,2.0,1.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
61.0,35.0,74.0,2.0,0.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
59.0,35.0,55.0,1.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55.0,29.0,79.0,3.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
37.0,13.0,59.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.0,7.0,112.0,1.0,3.8,81.0,0.0,0.0,1.0,0.0,0.0,1.0,0
31.0,5.0,184.0,4.0,3.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
35.0,10.0,62.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,17.0,164.0,1.0,2.4,449.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,34.0,60.0,4.0,1.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
61.0,31.0,154.0,3.0,7.5,351.0,0.0,1.0,1.0,1.0,0.0,0.0,1
64.0,39.0,113.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
38.0,13.0,65.0,3.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,7.0,25.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
61.0,36.0,40.0,3.0,0.5,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0
34.0,8.0,18.0,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
40.0,16.0,78.0,4.0,2.4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
38.0,13.0,81.0,1.0,4.0,206.0,1.0,0.0,1.0,0.0,0.0,0.0,0
58.0,32.0,128.0,2.0,2.7,344.0,0.0,0.0,0.0,0.0,0.0,1.0,0
57.0,32.0,75.0,2.0,3.7,236.0,0.0,0.0,1.0,0.0,0.0,1.0,0
59.0,32.0,40.0,4.0,2.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
24.0,0.0,88.0,3.0,0.8,134.0,0.0,0.0,0.0,0.0,0.0,1.0,0
64.0,39.0,64.0,3.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
34.0,9.0,55.0,4.0,2.0,147.0,0.0,0.0,0.0,1.0,1.0,0.0,0
27.0,1.0,74.0,3.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
50.0,25.0,90.0,1.0,2.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
49.0,22.0,82.0,1.0,2.67,125.0,0.0,0.0,1.0,0.0,1.0,0.0,0
45.0,21.0,71.0,4.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.0,7.0,45.0,3.0,2.3,83.0,1.0,0.0,1.0,0.0,0.0,1.0,0
34.0,10.0,71.0,4.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
37.0,13.0,58.0,2.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
48.0,24.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
50.0,25.0,38.0,1.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
23.0,-1.0,73.0,4.0,2.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
52.0,26.0,104.0,2.0,2.4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
41.0,14.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
31.0,7.0,13.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
36.0,11.0,9.0,2.0,0.3,99.0,1.0,0.0,0.0,0.0,1.0,0.0,0
56.0,30.0,185.0,1.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44.0,20.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
59.0,34.0,23.0,4.0,0.4,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,29.0,54.0,2.0,2.1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.0,3.0,52.0,4.0,2.2,230.0,0.0,0.0,1.0,0.0,0.0,1.0,0
59.0,29.0,61.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,2.0,51.0,4.0,2.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43.0,18.0,104.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
57.0,32.0,31.0,3.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
35.0,9.0,25.0,3.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
43.0,19.0,81.0,1.0,0.3,218.0,0.0,0.0,1.0,0.0,0.0,1.0,0
57.0,31.0,32.0,3.0,1.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
30.0,6.0,160.0,1.0,4.3,249.0,0.0,0.0,1.0,0.0,0.0,1.0,0
57.0,31.0,165.0,1.0,1.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
45.0,21.0,29.0,1.0,0.3,105.0,0.0,0.0,1.0,1.0,0.0,0.0,0
61.0,36.0,61.0,2.0,2.8,153.0,0.0,0.0,0.0,1.0,0.0,1.0,0
60.0,36.0,145.0,4.0,6.9,380.0,0.0,0.0,0.0,1.0,0.0,1.0,1
32.0,7.0,35.0,3.0,1.3,116.0,0.0,0.0,0.0,1.0,0.0,1.0,0
39.0,15.0,62.0,3.0,2.33,131.0,0.0,1.0,1.0,1.0,0.0,1.0,0
24.0,0.0,35.0,3.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
29.0,5.0,92.0,2.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33.0,9.0,48.0,1.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
52.0,27.0,30.0,2.0,0.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
48.0,23.0,191.0,2.0,2.8,231.0,0.0,0.0,0.0,1.0,0.0,1.0,0
25.0,-1.0,113.0,4.0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
28.0,3.0,142.0,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
35.0,9.0,22.0,3.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
26.0,0.0,14.0,4.0,0.4,94.0,0.0,0.0,1.0,0.0,0.0,1.0,0
49.0,24.0,35.0,4.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
55.0,29.0,79.0,4.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.0,3.0,69.0,4.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38.0,13.0,179.0,1.0,4.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,34.0,19.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,18.0,128.0,4.0,5.3,84.0,0.0,0.0,0.0,0.0,0.0,1.0,1
66.0,42.0,95.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27.0,3.0,90.0,3.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
45.0,19.0,34.0,3.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
45.0,21.0,91.0,1.0,4.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
29.0,-1.0,50.0,2.0,1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
45.0,21.0,84.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
46.0,20.0,131.0,1.0,5.7,256.0,0.0,0.0,0.0,1.0,0.0,1.0,0
35.0,9.0,84.0,4.0,2.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
48.0,23.0,32.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
49.0,22.0,78.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
65.0,41.0,121.0,2.0,2.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,37.0,48.0,3.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30.0,5.0,51.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
30.0,6.0,184.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
29.0,4.0,14.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49.0,22.0,81.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
40.0,16.0,61.0,3.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63.0,37.0,118.0,1.0,2.0,427.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,18.0,98.0,2.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.0,7.0,134.0,2.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
57.0,33.0,155.0,1.0,7.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,36.0,92.0,2.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,8.0,48.0,1.0,1.0,212.0,0.0,0.0,1.0,0.0,0.0,1.0,0
31.0,4.0,29.0,4.0,1.5,121.0,0.0,0.0,1.0,1.0,1.0,0.0,0
57.0,32.0,25.0,2.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
24.0,-1.0,78.0,2.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
62.0,36.0,63.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
64.0,39.0,103.0,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
62.0,37.0,19.0,3.0,1.3,97.0,0.0,0.0,1.0,0.0,1.0,0.0,0
63.0,39.0,92.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27.0,1.0,43.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27.0,3.0,81.0,3.0,1.5,307.0,1.0,1.0,1.0,1.0,0.0,1.0,0
47.0,22.0,89.0,4.0,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
37.0,13.0,83.0,2.0,1.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
41.0,17.0,48.0,2.0,0.6,215.0,0.0,0.0,0.0,1.0,0.0,0.0,0
40.0,15.0,52.0,3.0,0.8,113.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41.0,16.0,65.0,3.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
53.0,29.0,69.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
24.0,-2.0,118.0,2.0,7.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
38.0,13.0,54.0,3.0,0.7,196.0,0.0,0.0,0.0,0.0,1.0,0.0,0
33.0,9.0,80.0,4.0,3.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
24.0,-1.0,38.0,2.0,1.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
62.0,38.0,42.0,3.0,0.1,149.0,0.0,0.0,0.0,1.0,0.0,0.0,0
48.0,23.0,43.0,3.0,1.7,159.0,0.0,0.0,1.0,0.0,1.0,0.0,0
29.0,-1.0,71.0,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,24.0,80.0,1.0,2.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
39.0,13.0,58.0,3.0,2.1,169.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43.0,18.0,44.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,28.0,44.0,3.0,1.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
36.0,10.0,39.0,1.0,2.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0
37.0,13.0,71.0,2.0,1.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
38.0,12.0,141.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
48.0,24.0,134.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
27.0,3.0,112.0,3.0,2.5,389.0,1.0,0.0,1.0,0.0,0.0,1.0,0
52.0,27.0,35.0,4.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,9.0,19.0,2.0,1.0,92.0,0.0,0.0,1.0,0.0,1.0,0.0,0
59.0,35.0,25.0,2.0,0.3,75.0,0.0,0.0,1.0,0.0,0.0,1.0,0
47.0,21.0,22.0,1.0,0.2,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.0,3.0,20.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,2.0,205.0,1.0,6.33,271.0,0.0,0.0,0.0,1.0,0.0,1.0,0
59.0,33.0,18.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,9.0,145.0,1.0,4.3,437.0,0.0,0.0,1.0,0.0,0.0,1.0,0
30.0,5.0,40.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
59.0,35.0,102.0,4.0,3.0,115.0,0.0,0.0,1.0,0.0,1.0,0.0,1
32.0,7.0,61.0,3.0,2.3,205.0,0.0,0.0,1.0,1.0,0.0,1.0,0
62.0,38.0,50.0,2.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
